minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.627012343414322,32.05630938787571,14.220169993637947,33.367873395115424,8.232025165804133,21.652187710281893,13.045821636557292,25.79119862854328
0,Marvin the Martian,0.6010971065938988,29.376527374500153,14.062027609731784,32.759091577235566,6.312282023612203,26.842553703241272,12.49122331653996,20.271923373227434
0,Road Runner,0.6181732288860421,27.013686657901044,12.028169789806093,34.763823976434765,6.935086528350804,24.0848995792241,10.563348641742209,22.21982346802235
0,Foghorn Leghorn,0.6167898547749484,33.82846124433274,14.479299385488819,31.312499297220626,4.6243750985407255,17.012203706367202,12.298431854447758,26.750502039097018
0,Bugs Bunny,0.6362173621567665,33.62201957162254,15.454052645001454,31.979919464717106,4.968146742067258,20.6308602941063,10.912210420325879,23.442268820459315
0,Elmer Fudd,0.5987515963378844,31.87451685542451,15.00578048602814,32.762097572651285,3.630125787739587,28.004535369798255,16.290584858751604,25.08839662672325
0,Lola Bunny,0.6328372264972774,33.786775178244056,13.711733161701465,39.04986621007855,3.992174470221752,23.739507772537234,17.26859295598149,35.6124450364843
0,Porky Pig,0.6102148972522059,30.097696624857296,15.906496500766838,35.48290587721228,4.455432113307888,16.555788874015985,13.487317029701746,29.68887296983274
0,Tasmanian Devil,0.5945902538146275,25.487762033698775,13.380454242034729,35.332591977865256,2.5999915135504086,23.46946109386475,10.29044126391973,21.405992291552533
0,Gossamer,0.6182598727145571,29.87648918709708,15.067554015920884,35.0832351634932,6.774467845888952,14.675826291912594,15.530937742270185,33.771544036663244
0,Granny,0.6194846751341397,30.679558458787138,13.50870386440246,39.14608975722091,6.80137453868612,23.079639120700648,16.180906250807183,32.910608868607554
0,Wile E. Coyote,0.6113762482888512,30.30325498060265,14.35988869912877,33.58245814496867,4.479320532012932,20.53034289206161,13.69847966438224,27.322083470591718
0,Tweety,0.617384509271757,25.633445945228786,14.494834615328106,35.58819883526315,8.677088671058865,22.112244095110903,8.427737727648998,18.981340812113796
0,Penelope,0.6064881778929793,29.62154197337186,14.559999730293871,30.40308319019751,10.806031193298693,18.14722078406717,9.360022014491662,18.826619420565475
0,Daffy Duck,0.618762524745574,30.371635896486996,15.212453744318537,38.93559798939083,6.487941941327502,15.976981232506645,15.656670048526887,35.51631344485823
12,Sylvester,0.6260488181571155,30.36209921084807,15.260122785756861,35.36872799596773,8.402117650612253,14.089965673307368,11.443333975321728,28.607146812752102
12,Marvin the Martian,0.6129762572475124,30.153767226612683,13.791374125873876,30.708541662261037,8.746846518601515,22.150237973290608,11.500032748086282,20.866748450768785
12,Road Runner,0.6236406451747034,26.499737402207717,14.183368030710763,37.62591190104067,3.1789956329301385,25.29465752908566,10.13425271690081,22.594427696330808
12,Foghorn Leghorn,0.630956714282504,29.70419682231531,14.95802060143533,28.76024880703973,4.705975197735164,17.887213381394986,14.814254727412937,28.286367135919168
12,Bugs Bunny,0.6338927748454095,30.105568087117643,15.901044640040958,32.06496275823025,6.556511001334048,19.06585102550918,10.554617994900019,22.840681361104583
12,Elmer Fudd,0.6178251017439219,31.584644182794783,15.448807575025807,37.00859051398615,7.436809972993946,28.078458294444204,15.193713505066023,25.91942492736479
12,Lola Bunny,0.6451311274666887,31.1857441394183,13.585723083889144,34.45017890929532,4.472635332695766,21.536549598242626,15.003282414602767,31.47121453434468
12,Porky Pig,0.6216791930620709,29.040848668902164,14.765383821393591,36.83242578104238,6.029368781812486,16.746292976051947,14.222704679802941,32.18847848360933
12,Tasmanian Devil,0.6038548841523534,25.561864420994787,15.594328043347494,39.20681411626969,2.836810940106911,20.504368857985895,9.18724255149789,23.27629109350767
12,Gossamer,0.6227459107372415,32.30087310045161,14.582331792167446,35.07679248976989,7.2870010500495415,14.962975574125421,14.720552499764441,33.100042255737804
12,Granny,0.6117838363941329,28.678122340543297,13.86760203416278,37.35316560062688,6.00685137425199,24.257807541912815,14.419250176155614,28.025927857136768
12,Wile E. Coyote,0.6170094647439363,32.95530529575281,14.748022051694052,36.955968410839546,4.790331680784438,19.950366134495198,12.720220832688515,28.63189938084111
12,Tweety,0.6100620455830559,24.59237727720412,12.439188328564171,36.03265829295227,7.520786980703918,18.094303753450152,10.927413628223952,26.120345357576323
12,Penelope,0.6041449488959548,26.893216433296548,15.840876323961318,29.8426014119619,7.936814278288369,15.697540552211585,12.255678972244432,23.633957385494828
12,Daffy Duck,0.623348080813575,31.289714927639125,14.588636041166335,33.56125603185295,6.495610451240743,20.87504613598074,15.409013447815912,29.615681260219016
24,Sylvester,0.6207804723772429,29.162116870408507,15.477869679352235,34.6602164474172,10.541770157300498,14.966722103953717,11.774714878578454,27.023295162719602
24,Marvin the Martian,0.6035827527796069,32.78382043113927,14.35087877782665,33.91166410473701,7.6978238162152435,22.673945829375203,11.804089242526356,22.55894334506321
24,Road Runner,0.6220893020010606,25.644183969977732,13.349385010294474,36.35057776086946,5.134816242700237,27.964094743335565,9.001593436025214,18.40498954616866
24,Foghorn Leghorn,0.6274902199020637,32.059586796906224,15.204807385295386,35.134174132439234,5.750994757143474,18.054022955272927,11.728047837988846,27.351709455050493
24,Bugs Bunny,0.6340020003029746,34.737831726580204,18.374673768373576,33.42202067216511,4.65096241997316,19.539458617743385,12.429037445170792,25.526570057896965
24,Elmer Fudd,0.612018758814416,28.278560944883548,15.41623960674352,38.356612560425205,4.357948579321342,27.405616950792005,16.66259049993582,29.317828919948607
24,Lola Bunny,0.6235652364536295,35.09710739545589,12.72860771574425,35.93947187219052,3.8289630788234645,24.28127725112253,17.774158975462978,34.30402772395814
24,Porky Pig,0.6287448417186692,29.821520020514004,15.91424033299777,35.108016433027316,5.234957520559984,24.573209837558323,14.114024743711468,26.196037385494915
24,Tasmanian Devil,0.5932443109599779,27.46870352133115,14.174544098157828,36.06273197456346,4.763238566006511,26.88473235297223,8.727905831876194,16.69228218829556
24,Gossamer,0.6116436103010733,32.80498116885527,16.00432744202102,39.196187120800566,5.955303149047495,16.458771026073364,13.087707994985783,31.33521664441535
24,Granny,0.6296364912959781,29.775126467579547,14.639943593344025,34.3969655716302,5.142278471491717,20.393647094308434,15.99200714737082,31.744126349909035
24,Wile E. Coyote,0.613583410714333,31.687187792316955,14.877315678084,30.06412127590387,6.864303952905974,16.847995443489896,15.37918808683332,29.20390032999087
